uID,variable1,variable2,.id,source,ross.s2.1_1_TEXT,ross.s2.2,sex,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
2850,50,Pay,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,50,1,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Tversky|Shafir|Norenzayan|Knobe|Zhong|Risen|Tversky.Gati|Savani|Hsee|Zaval|Ross.Slate2|Gray|Schwarz|Geissner,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,12,Order,all,TRUE
2854,20,Court,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,20,2,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Shafir|Geissner|Hauser|Zhong|Gray|Risen|Knobe|Tversky.Gati|Hsee|Norenzayan|Ross.Slate2|Schwarz|Tversky|Savani,ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,12,Order,all,TRUE
2859,10,Court,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,10,2,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Schwarz|Hsee|Shafir|Hauser|Savani|Gray|Geissner|Tversky.Gati|Zaval|Knobe|Ross.Slate2|Tversky|Norenzayan|Risen,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,12,Order,all,TRUE
2866,90,Pay,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,90,1,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Knobe|Shafir|Schwarz|Savani|Geissner|Norenzayan|Hsee|Zhong|Risen|Zaval|Ross.Slate2|Hauser|Tversky.Gati|Gray,ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection,12,Order,all,TRUE
2875,80,Pay,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,80,1,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Geissner|Zhong|Zaval|Knobe|Savani|Hsee|Shafir|Tversky|Hauser|Schwarz|Ross.Slate2|Gray|Norenzayan|Tversky.Gati,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,12,Order,all,TRUE
2883,25,Court,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,25,2,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Risen|Zhong|Tversky.Gati|Schwarz|Tversky|Geissner|Hsee|Savani|Shafir|Hauser|Ross.Slate2|Norenzayan|Knobe|Gray,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five,12,Order,all,TRUE
2899,90,Pay,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,90,1,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Geissner|Shafir|Tversky|Norenzayan|Hauser|Zhong|Knobe|Schwarz|Risen|Zaval|Gray|Ross.Slate2|Hsee|Savani|Tversky.Gati,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection,12,Order,all,TRUE
2900,50,Court,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,50,2,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Shafir|Geissner|Gray|Tversky.Gati|Savani|Schwarz|Hauser|Knobe|Risen|Zaval|Ross.Slate2|Norenzayan|Zhong|Hsee,ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,12,Order,all,TRUE
2920,20,Court,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,20,2,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Schwarz|Geissner|Norenzayan|Knobe|Tversky.Gati|Hsee|Gray|Hauser|Tversky|Zaval|Ross.Slate2|Savani|Risen|Zhong,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five,12,Order,all,TRUE
2931,40,Pay,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,40,1,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Norenzayan|Geissner|Hsee|Tversky.Gati|Tversky|Zaval|Savani|Shafir|Hauser|Risen|Ross.Slate2|Schwarz|Knobe|Gray,ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection,12,Order,all,TRUE
2939,60,Court,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,60,2,2,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Schwarz|Hsee|Knobe|Savani|Zhong|Tversky.Gati|Gray|Risen|Shafir|Zaval|Ross.Slate2|Geissner|Hauser|Norenzayan,ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,12,Order,all,TRUE
2950,80,Court,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,80,2,2,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Hauser|Zhong|Schwarz|Knobe|Hsee|Zaval|Savani|Tversky|Gray|Norenzayan|Ross.Slate2|Geissner|Risen|Shafir,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,12,Order,all,TRUE
2978,60,Pay,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,60,1,1,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Norenzayan|Tversky.Gati|Gray|Zhong|Risen|Tversky|Shafir|Geissner|Hsee|Schwarz|Ross.Slate2|Zaval|Knobe|Hauser,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,12,Order,all,TRUE
3004,90,Pay,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,90,1,1,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Geissner|Hauser|Schwarz|Gray|Zaval|Tversky|Tversky.Gati|Hsee|Risen|Zhong|Savani|Ross.Slate2|Shafir|Norenzayan|Knobe,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood,12,Order,all,TRUE
3007,50,Court,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,50,2,1,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Savani|Tversky.Gati|Zhong|Zaval|Hsee|Risen|Knobe|Tversky|Norenzayan|Gray|Ross.Slate2|Geissner|Hauser|Shafir,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood,12,Order,all,TRUE
3011,30,Court,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,30,2,1,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Hauser|Knobe|Geissner|Savani|Tversky|Zaval|Norenzayan|Risen|Zhong|Gray|Ross.Slate2|Tversky.Gati|Schwarz|Hsee,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood,12,Order,all,TRUE
3045,40,Pay,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,40,1,1,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Geissner|Norenzayan|Zaval|Hsee|Zhong|Knobe|Tversky|Tversky.Gati|Shafir|Risen|Ross.Slate2|Hauser|Gray|Savani,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE,12,Order,all,TRUE
3063,25,Court,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,25,2,2,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Knobe|Schwarz|Hauser|Shafir|Savani|Norenzayan|Hsee|Zhong|Geissner|Tversky|Ross.Slate2|Risen|Tversky.Gati|Zaval,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing,12,Order,all,TRUE
3076,35,Court,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,35,2,1,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Geissner|Norenzayan|Savani|Zhong|Tversky|Tversky.Gati|Risen|Schwarz|Knobe|Hsee|Shafir|Ross.Slate2|Gray|Hauser|Zaval,ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,12,Order,all,TRUE
3115,75,Pay,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,75,1,1,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Geissner|Tversky|Hauser|Shafir|Savani|Knobe|Norenzayan|Risen|Hsee|Schwarz|Ross.Slate2|Tversky.Gati|Gray|Zaval,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,12,Order,all,TRUE
3132,1,Court,ML2_Slate2_SpanishCosta_Rica_r_manually_recode_rosss21.csv,ulatina,1,2,2,ulatina,ulatina,ulatina,Costa Rica,"Universidad Latina de Costa Rica, Costa Rica",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Gray|Schwarz|Savani|Zaval|Geissner|Hauser|Hsee|Risen|Tversky.Gati|Knobe|Ross.Slate2|Shafir|Zhong|Tversky,ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE,12,Order,all,TRUE
3166,70,Pay,ML2_Slate2_SpanishSpain_UNED_r_manually_recode_rosss21.csv,uned,70,1,2,uned,uned,uned,Spain,"UNED, Spain",Spanish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Norenzayan|Shafir|Zhong|Gray|Hauser|Risen|Tversky|Hsee|Knobe|Zaval|Ross.Slate2|Savani|Tversky.Gati|Geissner,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five,12,Order,all,TRUE
3168,50,Pay,ML2_Slate2_SpanishSpain_UNED_r_manually_recode_rosss21.csv,uned,50,1,2,uned,uned,uned,Spain,"UNED, Spain",Spanish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Geissner|Risen|Shafir|Hauser|Schwarz|Gray|Zhong|Hsee|Savani|Tversky.Gati|Ross.Slate2|Zaval|Norenzayan|Knobe,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,12,Order,all,TRUE
3186,90,Pay,ML2_Slate2_SpanishSpain_UNED_r_manually_recode_rosss21.csv,uned,90,1,1,uned,uned,uned,Spain,"UNED, Spain",Spanish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Knobe|Tversky.Gati|Zaval|Tversky|Risen|Gray|Schwarz|Hsee|Norenzayan|Geissner|Ross.Slate2|Zhong|Hauser|Savani,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE,12,Order,all,TRUE
3194,90,Pay,ML2_Slate2_SpanishSpain_UNED_r_manually_recode_rosss21.csv,uned,90,1,1,uned,uned,uned,Spain,"UNED, Spain",Spanish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Gray|Schwarz|Knobe|Geissner|Shafir|Zhong|Zaval|Norenzayan|Savani|Tversky.Gati|Ross.Slate2|Risen|Hauser|Tversky,ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,12,Order,all,TRUE
3232,90,Pay,ML2_Slate2_SpanishSpain_UNED_r_manually_recode_rosss21.csv,uned,90,1,2,uned,uned,uned,Spain,"UNED, Spain",Spanish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Hsee|Norenzayan|Shafir|Schwarz|Savani|Risen|Zaval|Tversky.Gati|Gray|Zhong|Ross.Slate2|Geissner|Hauser|Knobe,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,12,Order,all,TRUE
3247,50,Pay,ML2_Slate2_TanzaniaEng_Inlab_DEPLOY_r.csv,tanzania,50,1,2,tanzania,tanzania,tanzania,Tanzania,Open University of Tanzania,English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Risen|Tversky.Gati|Hsee|Savani|Hauser|Geissner|Knobe|Zaval|Gray|Norenzayan|Ross.Slate2|Tversky|Shafir|Zhong,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing,12,Order,all,TRUE
3289,20,Pay,ML2_Slate2_TanzaniaEng_Inlab_DEPLOY_r.csv,tanzania,20,1,2,tanzania,tanzania,tanzania,Tanzania,Open University of Tanzania,English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Hauser|Zhong|Risen|Norenzayan|Zaval|Gray|Geissner|Tversky|Shafir|Knobe|Ross.Slate2|Hsee|Schwarz|Tversky.Gati,ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection,12,Order,all,TRUE
3320,100,Court,ML2_Slate2_Traditional_ChineseHong_Kong_r.csv,ouhk,100,2,1,ouhk,ouhk,ouhk,"Hong Kong, China",Open University of Hong Kong,Chinese (traditional),0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Tversky.Gati|Hauser|Norenzayan|Hsee|Schwarz|Zaval|Tversky|Geissner|Gray|Knobe|Ross.Slate2|Shafir|Risen|Zhong,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five,12,Order,all,TRUE
3321,60,Pay,ML2_Slate2_Traditional_ChineseHong_Kong_r.csv,ouhk,60,1,1,ouhk,ouhk,ouhk,"Hong Kong, China",Open University of Hong Kong,Chinese (traditional),0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Tversky.Gati|Knobe|Schwarz|Hsee|Tversky|Gray|Norenzayan|Risen|Geissner|Shafir|Ross.Slate2|Zaval|Zhong|Hauser,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,12,Order,all,TRUE
3364,100,Pay,ML2_Slate2_Traditional_ChineseHong_Kong_r.csv,ouhk,100,1,2,ouhk,ouhk,ouhk,"Hong Kong, China",Open University of Hong Kong,Chinese (traditional),0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Norenzayan|Tversky.Gati|Zhong|Shafir|Schwarz|Tversky|Gray|Hauser|Knobe|Geissner|Ross.Slate2|Savani|Zaval|Hsee,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five,12,Order,all,TRUE
3373,90,Pay,ML2_Slate2_Traditional_ChineseHong_Kong_r.csv,ouhk,90,1,2,ouhk,ouhk,ouhk,"Hong Kong, China",Open University of Hong Kong,Chinese (traditional),0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Savani|Gray|Tversky.Gati|Norenzayan|Zaval|Schwarz|Hsee|Tversky|Hauser|Risen|Ross.Slate2|Zhong|Geissner|Shafir,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five,12,Order,all,TRUE
3387,80,Court,ML2_Slate2_Traditional_ChineseHong_Kong_r.csv,ouhk,80,2,1,ouhk,ouhk,ouhk,"Hong Kong, China",Open University of Hong Kong,Chinese (traditional),0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Shafir|Schwarz|Norenzayan|Hsee|Risen|Tversky.Gati|Savani|Knobe|Hauser|Geissner|Ross.Slate2|Zhong|Zaval|Gray,ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE,12,Order,all,TRUE
3401,20,Court,ML2_Slate2_Turkish_online_DEPLOY__metu_rmanuallyrenamerosss21_text.csv,metu,20,2,2,metu,metu,metu,Turkey,"Middle East Technical University, Ankara, Turkey",Turkish,0,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Zaval|Zhong|Shafir|Norenzayan|Hauser|Knobe|Gray|Savani|Tversky|Risen|Ross.Slate2|Geissner|Hsee|Schwarz,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,12,Order,all,TRUE
3415,70,Court,ML2_Slate2_Turkish_online_DEPLOY__metu_rmanuallyrenamerosss21_text.csv,metu,70,2,1,metu,metu,metu,Turkey,"Middle East Technical University, Ankara, Turkey",Turkish,0,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Norenzayan|Schwarz|Zhong|Geissner|Hauser|Knobe|Gray|Tversky.Gati|Hsee|Tversky|Ross.Slate2|Savani|Shafir|Risen,ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,12,Order,all,TRUE
3420,60,Court,ML2_Slate2_Turkish_online_DEPLOY__metu_rmanuallyrenamerosss21_text.csv,metu,60,2,2,metu,metu,metu,Turkey,"Middle East Technical University, Ankara, Turkey",Turkish,0,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Schwarz|Savani|Geissner|Zhong|Risen|Shafir|Gray|Norenzayan|Hsee|Tversky.Gati|Ross.Slate2|Zaval|Knobe|Tversky,ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,12,Order,all,TRUE
3424,10,Court,ML2_Slate2_Turkish_online_DEPLOY__metu_rmanuallyrenamerosss21_text.csv,metu,10,2,2,metu,metu,metu,Turkey,"Middle East Technical University, Ankara, Turkey",Turkish,0,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Shafir|Zaval|Hauser|Knobe|Schwarz|Savani|Geissner|Tversky|Tversky.Gati|Hsee|Ross.Slate2|Norenzayan|Gray|Risen,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,12,Order,all,TRUE
3426,50,Pay,ML2_Slate2_Turkish_online_DEPLOY__metu_rmanuallyrenamerosss21_text.csv,metu,50,1,2,metu,metu,metu,Turkey,"Middle East Technical University, Ankara, Turkey",Turkish,0,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Shafir|Hauser|Geissner|Zaval|Risen|Knobe|Savani|Schwarz|Norenzayan|Zhong|Ross.Slate2|Hsee|Tversky.Gati|Tversky,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five,12,Order,all,TRUE
3461,60,Pay,ML2_Slate2_Turkish_online_DEPLOY__metu_rmanuallyrenamerosss21_text.csv,metu,60,1,1,metu,metu,metu,Turkey,"Middle East Technical University, Ankara, Turkey",Turkish,0,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Zaval|Knobe|Savani|Zhong|Tversky.Gati|Schwarz|Risen|Shafir|Gray|Norenzayan|Ross.Slate2|Hsee|Geissner|Hauser,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,12,Order,all,TRUE
